expiry,type,strike,IV(%),mid,fair_value,r_used
2025-08-21,C,670.0,11.72,0.01,0.0047,0.04112
2025-08-21,C,675.0,13.48,0.01,0.0039,0.04112
2025-08-21,C,695.0,20.7,0.01,0.0034,0.04112
2025-08-21,P,435.0,90.63,0.01,425.755,0.04112
2025-08-21,P,440.0,87.5,0.01,429.2985,0.04112
2025-08-21,P,465.0,75.0,0.03,445.7871,0.04112
2025-08-21,P,500.0,64.84,0.015,469.0907,0.04112
2025-08-21,P,505.0,62.11,0.015,469.8695,0.04112
2025-08-21,P,525.0,53.13,0.015,471.5,0.04112
2025-08-21,P,530.0,53.13,0.025,476.5,0.04112
2025-08-21,P,535.0,50.78,0.025,475.2955,0.04112
2025-08-21,P,555.0,43.36,0.035,470.49,0.04112
2025-08-21,P,560.0,41.02,0.035,465.6893,0.04112
2025-08-21,P,565.0,39.45,0.045,463.5319,0.04112
2025-08-21,P,570.0,37.11,0.045,456.7645,0.04112
2025-08-21,P,575.0,35.45,0.055,452.6126,0.04112
2025-08-21,P,580.0,33.59,0.06,446.5059,0.04112
2025-08-21,P,585.0,31.15,0.065,435.3418,0.04112
2025-08-21,P,590.0,29.2,0.075,426.0123,0.04112
2025-08-21,P,595.0,27.05,0.085,413.6602,0.04112
2025-08-21,P,600.0,24.9,0.095,399.472,0.04112
2025-08-21,P,605.0,22.66,0.105,382.2373,0.04112
2025-08-21,P,609.0,21.05,0.12,368.7829,0.04112
2025-08-21,P,610.0,20.51,0.125,363.666,0.04112
2025-08-21,P,611.0,20.22,0.13,361.2641,0.04112
2025-08-21,P,615.0,18.46,0.155,343.8431,0.04112
2025-08-21,P,616.0,18.07,0.16,339.8387,0.04112
2025-08-21,P,617.0,17.7,0.17,336.0632,0.04112
2025-08-21,P,619.0,16.87,0.19,326.9308,0.04112
2025-08-21,P,620.0,16.46,0.2,322.2003,0.04112
2025-08-21,P,621.0,16.14,0.22,318.7424,0.04112
2025-08-21,P,622.0,15.67,0.23,313.1066,0.04112
2025-08-21,P,623.0,15.31,0.25,308.7651,0.04112
2025-08-21,P,624.0,14.93,0.27,304.1485,0.04112
2025-08-21,P,625.0,14.53,0.295,299.0592,0.04112
2025-08-21,P,626.0,14.28,0.33,296.3125,0.04112
2025-08-21,P,627.0,13.9,0.36,291.4197,0.04112
2025-08-21,P,628.0,13.58,0.405,287.2015,0.04112
2025-08-21,P,629.0,13.28,0.45,283.495,0.04112
2025-08-21,P,630.0,13.01,0.51,280.1237,0.04112
2025-08-21,P,631.0,12.75,0.58,276.697,0.04112
2025-08-21,P,632.0,12.48,0.655,273.2144,0.04112
2025-08-21,P,633.0,12.2,0.745,269.4673,0.04112
2025-08-21,P,634.0,11.89,0.845,265.2362,0.04112
2025-08-21,P,635.0,11.66,0.975,262.2103,0.04112
2025-08-21,P,636.0,11.48,1.125,260.0009,0.04112
2025-08-21,P,637.0,11.15,1.28,255.2633,0.04112
2025-08-21,P,638.0,10.9,1.47,251.6544,0.04112
2025-08-21,P,639.0,10.64,1.685,247.9899,0.04112
2025-08-21,P,640.0,10.38,1.935,244.269,0.04112
2025-08-21,P,641.0,10.13,2.225,240.6056,0.04112
2025-08-21,P,642.0,9.82,2.545,235.728,0.04112
2025-08-21,P,644.0,9.79,3.425,237.1471,0.04112
2025-08-21,P,645.0,9.5,3.9,232.5285,0.04112
2025-08-21,P,646.0,9.31,4.445,229.9774,0.04112
2025-08-21,P,655.0,16.06,11.99,351.6175,0.04112
2025-08-22,C,410.0,116.41,233.505,233.7433,0.04112
2025-08-22,C,420.0,112.31,223.515,223.7554,0.04112
2025-08-22,C,445.0,101.17,198.54,198.785,0.04112
2025-08-22,C,465.0,91.99,178.56,178.8098,0.04112
2025-08-22,C,470.0,89.65,173.565,173.8159,0.04112
2025-08-22,C,475.0,87.3,168.57,168.8218,0.04112
2025-08-22,C,480.0,85.25,163.58,163.8306,0.04112
2025-08-22,C,485.0,82.62,158.58,158.835,0.04112
2025-08-22,C,490.0,80.47,153.59,153.8433,0.04112
2025-08-22,C,495.0,78.13,148.595,148.8498,0.04112
2025-08-22,C,500.0,75.68,143.6,143.8553,0.04112
2025-08-22,C,505.0,73.34,138.605,138.863,0.04112
2025-08-22,C,510.0,71.19,133.615,133.8725,0.04112
2025-08-22,C,515.0,68.75,128.62,128.8786,0.04112
2025-08-22,C,520.0,66.31,123.625,123.8844,0.04112
2025-08-22,C,525.0,63.87,118.63,118.8912,0.04112
2025-08-22,C,530.0,61.72,113.64,113.9024,0.04112
2025-08-22,C,535.0,59.47,108.65,108.9118,0.04112
2025-08-22,C,540.0,56.98,103.655,103.9174,0.04112
2025-08-22,C,545.0,54.49,98.66,98.9246,0.04112
2025-08-22,C,550.0,52.25,93.67,93.936,0.04112
2025-08-22,C,555.0,70.36,88.68,89.9356,0.04112
2025-08-22,C,560.0,67.07,83.69,84.95,0.04112
2025-08-22,C,565.0,63.75,78.7,79.9651,0.04112
2025-08-22,C,570.0,60.43,73.71,74.986,0.04112
2025-08-22,C,575.0,57.1,68.72,70.004,0.04112
2025-08-22,C,580.0,53.85,63.735,65.0249,0.04112
2025-08-22,C,585.0,50.49,58.745,60.0486,0.04112
2025-08-22,C,590.0,47.11,53.76,55.0682,0.04112
2025-08-22,C,595.0,43.77,48.78,50.0925,0.04112
2025-08-22,C,596.0,43.14,47.785,49.1047,0.04112
2025-08-22,C,597.0,42.43,46.79,48.1077,0.04112
2025-08-22,C,598.0,41.8,45.795,47.1196,0.04112
2025-08-22,C,599.0,41.09,44.795,46.1222,0.04112
2025-08-22,C,600.0,40.39,43.8,45.1262,0.04112
2025-08-22,C,601.0,39.75,42.805,44.1361,0.04112
2025-08-22,C,602.0,39.04,41.81,43.1382,0.04112
2025-08-22,C,603.0,38.39,40.815,42.1478,0.04112
2025-08-22,C,604.0,37.68,39.82,41.1488,0.04112
2025-08-22,C,605.0,37.02,38.83,40.1585,0.04112
2025-08-22,C,606.0,36.3,37.83,39.1631,0.04112
2025-08-22,C,607.0,35.65,36.84,38.1763,0.04112
2025-08-22,C,608.0,34.99,35.85,37.1893,0.04112
2025-08-22,C,609.0,34.31,34.855,36.2004,0.04112
2025-08-22,C,610.0,33.64,33.865,35.2112,0.04112
2025-08-22,C,611.0,32.91,32.87,34.2131,0.04112
2025-08-22,C,612.0,31.02,31.84,33.0479,0.04112
2025-08-22,C,613.0,30.3,30.84,32.051,0.04112
2025-08-22,C,614.0,29.57,29.82,31.0522,0.04112
2025-08-22,C,615.0,28.63,28.85,30.0232,0.04112
2025-08-22,C,616.0,28.17,27.88,29.0644,0.04112
2025-08-22,C,617.0,27.54,26.905,28.0839,0.04112
2025-08-22,C,618.0,26.81,25.88,27.09,0.04112
2025-08-22,C,619.0,25.92,24.92,26.0701,0.04112
2025-08-22,C,620.0,26.78,24.445,25.3452,0.04112
2025-08-22,C,621.0,24.67,22.955,24.1168,0.04112
2025-08-22,C,622.0,25.5,22.08,23.4048,0.04112
2025-08-22,C,623.0,24.81,21.335,22.4242,0.04112
2025-08-22,C,624.0,22.43,20.575,21.1371,0.04112
2025-08-22,C,625.0,23.21,19.505,20.4341,0.04112
2025-08-22,C,626.0,21.19,18.205,19.2015,0.04112
2025-08-22,C,627.0,17.16,17.335,17.6367,0.04112
2025-08-22,C,628.0,16.74,16.39,16.6891,0.04112
2025-08-22,C,629.0,16.37,15.48,15.7563,0.04112
2025-08-22,C,630.0,16.07,14.575,14.8435,0.04112
2025-08-22,C,631.0,15.63,13.665,13.9135,0.04112
2025-08-22,C,632.0,15.32,12.775,13.0177,0.04112
2025-08-22,C,633.0,14.96,11.9,12.1254,0.04112
2025-08-22,C,634.0,14.63,11.06,11.2477,0.04112
2025-08-22,C,635.0,14.25,10.21,10.376,0.04112
2025-08-22,C,636.0,13.95,9.385,9.5401,0.04112
2025-08-22,C,637.0,13.66,8.59,8.7227,0.04112
2025-08-22,C,638.0,13.36,7.845,7.9232,0.04112
2025-08-22,C,639.0,12.66,7.025,7.0346,0.04112
2025-08-22,C,640.0,12.64,6.34,6.3701,0.04112
2025-08-22,C,641.0,12.41,5.65,5.6738,0.04112
2025-08-22,C,642.0,11.77,4.93,4.8798,0.04112
2025-08-22,C,643.0,11.64,4.325,4.2838,0.04112
2025-08-22,C,644.0,11.43,3.75,3.7011,0.04112
2025-08-22,C,645.0,11.18,3.21,3.1503,0.04112
2025-08-22,C,646.0,10.85,2.695,2.6157,0.04112
2025-08-22,C,647.0,10.56,2.235,2.1418,0.04112
2025-08-22,C,648.0,10.38,1.845,1.7534,0.04112
2025-08-22,C,649.0,10.18,1.49,1.4052,0.04112
2025-08-22,C,650.0,9.96,1.185,1.0983,0.04112
2025-08-22,C,651.0,9.73,0.92,0.8381,0.04112
2025-08-22,C,655.0,9.08,0.28,0.2364,0.04112
2025-08-22,C,660.0,8.69,0.045,0.0333,0.04112
2025-08-22,C,665.0,9.67,0.015,0.0116,0.04112
2025-08-22,C,670.0,10.74,0.02,0.005,0.04112
2025-08-22,C,675.0,13.48,0.015,0.0107,0.04112
2025-08-22,C,680.0,14.26,0.01,0.0048,0.04112
2025-08-22,C,685.0,16.02,0.01,0.0049,0.04112
2025-08-22,C,690.0,17.58,0.01,0.0043,0.04112
2025-08-22,C,695.0,19.14,0.01,0.0041,0.04112
2025-08-22,C,700.0,20.7,0.01,0.0039,0.04112
2025-08-22,C,705.0,22.66,0.01,0.0047,0.04112
2025-08-22,C,710.0,24.22,0.01,0.0046,0.04112
2025-08-22,C,715.0,25.78,0.01,0.0045,0.04112
2025-08-22,C,720.0,27.34,0.01,0.0045,0.04112
2025-08-22,C,725.0,28.52,0.01,0.0038,0.04112
2025-08-22,C,730.0,30.08,0.01,0.0039,0.04112
2025-08-22,P,400.0,98.44,0.01,395.8692,0.04112
2025-08-22,P,405.0,96.88,0.01,400.5246,0.04112
2025-08-22,P,410.0,93.75,0.01,404.7466,0.04112
2025-08-22,P,415.0,92.19,0.02,409.3083,0.04112
2025-08-22,P,420.0,90.63,0.01,413.8335,0.04112
2025-08-22,P,425.0,87.5,0.01,417.7616,0.04112
2025-08-22,P,430.0,84.38,0.01,421.5034,0.04112
2025-08-22,P,435.0,82.81,0.02,425.7946,0.04112
2025-08-22,P,440.0,81.25,0.01,430.0266,0.04112
2025-08-22,P,445.0,78.13,0.01,433.293,0.04112
2025-08-22,P,450.0,75.0,0.01,436.2581,0.04112
2025-08-22,P,455.0,73.44,0.01,440.1116,0.04112
2025-08-22,P,460.0,75.0,0.01,446.2581,0.04112
2025-08-22,P,465.0,73.44,0.01,450.1116,0.04112
2025-08-22,P,470.0,71.09,0.01,453.21,0.04112
2025-08-22,P,475.0,71.09,0.015,458.21,0.04112
2025-08-22,P,480.0,68.75,0.015,461.0656,0.04112
2025-08-22,P,485.0,66.41,0.015,463.6473,0.04112
2025-08-22,P,490.0,64.06,0.015,465.9202,0.04112
2025-08-22,P,495.0,61.72,0.015,467.8447,0.04112
2025-08-22,P,500.0,59.77,0.015,469.9838,0.04112
2025-08-22,P,505.0,58.98,0.02,473.7568,0.04112
2025-08-22,P,510.0,56.64,0.02,474.7664,0.04112
2025-08-22,P,515.0,55.47,0.025,477.584,0.04112
2025-08-22,P,520.0,53.52,0.025,478.6421,0.04112
2025-08-22,P,525.0,51.17,0.025,478.3599,0.04112
2025-08-22,P,530.0,50.78,0.035,482.4161,0.04112
2025-08-22,P,535.0,49.02,0.035,482.9272,0.04112
2025-08-22,P,540.0,46.88,0.035,481.8618,0.04112
2025-08-22,P,545.0,45.7,0.04,483.2606,0.04112
2025-08-22,P,550.0,43.36,0.045,480.3752,0.04112
2025-08-22,P,555.0,41.02,0.045,476.4828,0.04112
2025-08-22,P,560.0,39.65,0.055,475.7799,0.04112
2025-08-22,P,565.0,37.99,0.06,473.2953,0.04112
2025-08-22,P,570.0,35.74,0.065,467.0995,0.04112
2025-08-22,P,575.0,33.99,0.075,462.3922,0.04112
2025-08-22,P,580.0,31.64,0.075,453.01,0.04112
2025-08-22,P,585.0,30.18,0.09,448.1025,0.04112
2025-08-22,P,590.0,28.17,0.1,438.3006,0.04112
2025-08-22,P,595.0,26.07,0.115,426.0542,0.04112
2025-08-22,P,596.0,25.59,0.115,422.7701,0.04112
2025-08-22,P,597.0,25.39,0.12,422.0263,0.04112
2025-08-22,P,598.0,24.9,0.125,418.5894,0.04112
2025-08-22,P,599.0,24.41,0.125,415.04,0.04112
2025-08-22,P,600.0,23.93,0.125,411.3753,0.04112
2025-08-22,P,601.0,23.68,0.135,409.9987,0.04112
2025-08-22,P,602.0,23.19,0.135,406.1555,0.04112
2025-08-22,P,603.0,22.95,0.14,404.688,0.04112
2025-08-22,P,604.0,22.46,0.145,400.6593,0.04112
2025-08-22,P,605.0,22.17,0.155,398.5811,0.04112
2025-08-22,P,606.0,21.68,0.155,394.3468,0.04112
2025-08-22,P,607.0,21.39,0.16,392.1428,0.04112
2025-08-22,P,608.0,20.85,0.165,387.1422,0.04112
2025-08-22,P,609.0,20.53,0.175,384.518,0.04112
2025-08-22,P,610.0,20.22,0.18,381.8342,0.04112
2025-08-22,P,611.0,19.85,0.19,378.5086,0.04112
2025-08-22,P,612.0,19.34,0.195,373.3146,0.04112
2025-08-22,P,613.0,19.12,0.21,371.6097,0.04112
2025-08-22,P,614.0,18.75,0.22,368.0333,0.04112
2025-08-22,P,615.0,18.34,0.235,363.7418,0.04112
2025-08-22,P,616.0,18.07,0.25,361.2574,0.04112
2025-08-22,P,617.0,17.77,0.27,358.4011,0.04112
2025-08-22,P,618.0,17.46,0.29,355.1575,0.04112
2025-08-22,P,619.0,17.12,0.31,351.5095,0.04112
2025-08-22,P,620.0,16.75,0.33,347.4383,0.04112
2025-08-22,P,621.0,16.46,0.36,344.3123,0.04112
2025-08-22,P,622.0,16.14,0.39,340.7718,0.04112
2025-08-22,P,623.0,15.89,0.425,338.2286,0.04112
2025-08-22,P,624.0,15.53,0.465,333.8298,0.04112
2025-08-22,P,625.0,15.35,0.515,332.0921,0.04112
2025-08-22,P,626.0,15.06,0.57,328.8441,0.04112
2025-08-22,P,627.0,14.8,0.63,325.7232,0.04112
2025-08-22,P,628.0,14.55,0.7,322.9273,0.04112
2025-08-22,P,629.0,14.31,0.775,320.0836,0.04112
2025-08-22,P,630.0,14.08,0.87,317.3872,0.04112
2025-08-22,P,631.0,13.83,0.965,314.4485,0.04112
2025-08-22,P,632.0,13.58,1.075,311.3598,0.04112
2025-08-22,P,633.0,13.32,1.195,308.015,0.04112
2025-08-22,P,634.0,13.07,1.335,304.9204,0.04112
2025-08-22,P,635.0,12.88,1.495,302.6076,0.04112
2025-08-22,P,636.0,12.71,1.685,300.7865,0.04112
2025-08-22,P,637.0,12.38,1.87,295.9656,0.04112
2025-08-22,P,638.0,12.13,2.09,292.5607,0.04112
2025-08-22,P,639.0,11.9,2.34,289.4273,0.04112
2025-08-22,P,640.0,11.72,2.625,287.2396,0.04112
2025-08-22,P,641.0,11.37,2.91,281.7768,0.04112
2025-08-22,P,642.0,11.21,3.265,279.8414,0.04112
2025-08-22,P,643.0,10.82,3.62,273.6288,0.04112
2025-08-22,P,644.0,10.58,4.04,270.092,0.04112
2025-08-22,P,645.0,10.42,4.47,267.9186,0.04112
2025-08-22,P,646.0,10.68,5.115,273.9599,0.04112
2025-08-22,P,647.0,10.41,5.665,269.8005,0.04112
2025-08-22,P,648.0,10.25,6.275,267.7182,0.04112
2025-08-22,P,649.0,10.08,6.865,265.2505,0.04112
2025-08-22,P,650.0,10.07,7.595,266.1303,0.04112
2025-08-22,P,651.0,10.02,8.37,266.0474,0.04112
2025-08-22,P,655.0,15.23,12.095,360.3449,0.04112
2025-08-22,P,660.0,18.68,17.01,413.1077,0.04112
2025-08-22,P,665.0,23.08,21.84,468.0489,0.04112
2025-08-22,P,670.0,26.78,26.86,507.0275,0.04112
2025-08-22,P,675.0,30.05,31.86,537.2428,0.04112
2025-08-22,P,680.0,33.22,36.86,562.8622,0.04112
2025-08-22,P,700.0,45.0,56.86,635.9777,0.04112
2025-08-22,P,705.0,47.77,61.86,649.4589,0.04112
2025-08-22,P,710.0,50.48,66.86,661.6655,0.04112
2025-08-29,C,315.0,147.07,328.715,329.0933,0.04112
2025-08-29,C,320.0,144.63,323.725,324.1081,0.04112
2025-08-29,C,325.0,142.19,318.735,319.1224,0.04112
2025-08-29,C,330.0,139.84,313.745,314.1375,0.04112
2025-08-29,C,335.0,0.0,199.74,308.3914,0.04112
2025-08-29,C,340.0,0.0,228.34,303.3914,0.04112
2025-08-29,C,350.0,0.0,218.56,293.3914,0.04112
2025-08-29,C,355.0,0.0,243.37,288.3914,0.04112
2025-08-29,C,360.0,125.78,283.805,284.2287,0.04112
2025-08-29,C,365.0,0.0,258.59,278.3914,0.04112
2025-08-29,C,370.0,0.0,168.45,273.3914,0.04112
2025-08-29,C,375.0,118.85,268.835,269.2711,0.04112
2025-08-29,C,380.0,0.0,156.71,263.3914,0.04112
2025-08-29,C,385.0,0.0,213.8,258.3914,0.04112
2025-08-29,C,390.0,0.0,179.565,253.3914,0.04112
2025-08-29,C,395.0,0.0,174.705,248.3914,0.04112
2025-08-29,C,400.0,107.62,243.885,244.35,0.04112
2025-08-29,C,405.0,105.57,238.9,239.3687,0.04112
2025-08-29,C,410.0,0.0,190.61,233.3914,0.04112
2025-08-29,C,415.0,101.12,228.92,229.3965,0.04112
2025-08-29,C,420.0,98.93,223.93,224.4133,0.04112
2025-08-29,C,425.0,96.88,218.945,219.4337,0.04112
2025-08-29,C,430.0,0.0,158.56,213.3914,0.04112
2025-08-29,C,435.0,92.53,208.965,209.4647,0.04112
2025-08-29,C,440.0,90.38,203.975,204.4798,0.04112
2025-08-29,C,445.0,88.23,198.985,199.494,0.04112
2025-08-29,C,450.0,86.23,194.0,194.513,0.04112
2025-08-29,C,455.0,0.0,146.635,188.3914,0.04112
2025-08-29,C,460.0,82.08,184.025,184.5513,0.04112
2025-08-29,C,465.0,79.93,179.035,179.5661,0.04112
2025-08-29,C,470.0,77.83,174.045,174.582,0.04112
2025-08-29,C,475.0,0.0,156.61,168.3914,0.04112
2025-08-29,C,480.0,73.83,164.075,164.6188,0.04112
2025-08-29,C,485.0,71.73,159.085,159.6357,0.04112
2025-08-29,C,490.0,69.8,154.105,154.6612,0.04112
2025-08-29,C,495.0,67.72,149.115,149.6782,0.04112
2025-08-29,C,500.0,65.77,144.135,144.7003,0.04112
2025-08-29,C,505.0,63.77,139.15,139.7189,0.04112
2025-08-29,C,510.0,61.77,134.165,134.7386,0.04112
2025-08-29,C,515.0,59.74,129.18,129.7601,0.04112
2025-08-29,C,520.0,57.79,124.2,124.785,0.04112
2025-08-29,C,525.0,55.84,119.22,119.8086,0.04112
2025-08-29,C,530.0,53.88,114.24,114.831,0.04112
2025-08-29,C,535.0,51.9,109.26,109.8563,0.04112
2025-08-29,C,540.0,61.11,104.28,106.0737,0.04112
2025-08-29,C,545.0,58.69,99.3,101.0947,0.04112
2025-08-29,C,546.0,58.24,98.305,100.1067,0.04112
2025-08-29,C,547.0,57.74,97.31,99.1111,0.04112
2025-08-29,C,548.0,57.29,96.315,98.1228,0.04112
2025-08-29,C,549.0,56.78,95.32,97.1251,0.04112
2025-08-29,C,550.0,56.32,94.325,96.1365,0.04112
2025-08-29,C,551.0,55.82,93.33,95.1403,0.04112
2025-08-29,C,552.0,55.37,92.335,94.1515,0.04112
2025-08-29,C,553.0,54.86,91.34,93.1532,0.04112
2025-08-29,C,554.0,54.41,90.345,92.164,0.04112
2025-08-29,C,555.0,53.91,89.35,91.1673,0.04112
2025-08-29,C,556.0,53.46,88.355,90.1779,0.04112
2025-08-29,C,557.0,52.94,87.36,89.179,0.04112
2025-08-29,C,558.0,52.49,86.365,88.1893,0.04112
2025-08-29,C,559.0,51.98,85.37,87.191,0.04112
2025-08-29,C,560.0,51.53,84.375,86.2001,0.04112
2025-08-29,C,561.0,51.03,83.38,85.2024,0.04112
2025-08-29,C,562.0,50.56,82.385,84.2103,0.04112
2025-08-29,C,563.0,50.06,81.39,83.2124,0.04112
2025-08-29,C,564.0,49.6,80.395,82.2199,0.04112
2025-08-29,C,565.0,49.1,79.4,81.2217,0.04112
2025-08-29,C,566.0,48.63,78.405,80.2313,0.04112
2025-08-29,C,567.0,48.18,77.415,79.2454,0.04112
2025-08-29,C,568.0,47.67,76.42,78.2484,0.04112
2025-08-29,C,569.0,47.21,75.425,77.26,0.04112
2025-08-29,C,570.0,46.69,74.43,76.2627,0.04112
2025-08-29,C,571.0,46.24,73.435,75.2761,0.04112
2025-08-29,C,572.0,45.78,72.445,74.2872,0.04112
2025-08-29,C,573.0,45.26,71.45,73.2894,0.04112
2025-08-29,C,574.0,44.8,70.455,72.3002,0.04112
2025-08-29,C,575.0,44.29,69.46,71.302,0.04112
2025-08-29,C,576.0,43.82,68.465,70.3124,0.04112
2025-08-29,C,577.0,43.36,67.475,69.3226,0.04112
2025-08-29,C,578.0,42.85,66.48,68.3239,0.04112
2025-08-29,C,579.0,42.38,65.485,67.3327,0.04112
2025-08-29,C,580.0,41.91,64.495,66.3414,0.04112
2025-08-29,C,581.0,41.39,63.5,65.3422,0.04112
2025-08-29,C,582.0,40.92,62.51,64.3497,0.04112
2025-08-29,C,583.0,40.45,61.515,63.3636,0.04112
2025-08-29,C,584.0,39.98,60.525,62.3773,0.04112
2025-08-29,C,585.0,39.46,59.53,61.3807,0.04112
2025-08-29,C,586.0,38.98,58.54,60.3927,0.04112
2025-08-29,C,587.0,38.51,57.545,59.4046,0.04112
2025-08-29,C,588.0,38.03,56.555,58.415,0.04112
2025-08-29,C,589.0,37.55,55.565,57.4264,0.04112
2025-08-29,C,590.0,37.07,54.575,56.4376,0.04112
2025-08-29,C,591.0,36.59,53.585,55.4462,0.04112
2025-08-29,C,592.0,36.11,52.595,54.457,0.04112
2025-08-29,C,593.0,35.62,52.22,53.4651,0.04112
2025-08-29,C,594.0,35.13,50.615,52.473,0.04112
2025-08-29,C,595.0,34.64,49.625,51.4829,0.04112
2025-08-29,C,596.0,34.16,48.64,50.4971,0.04112
2025-08-29,C,597.0,33.7,47.655,49.5196,0.04112
2025-08-29,C,598.0,33.21,46.665,48.5319,0.04112
2025-08-29,C,599.0,32.75,45.685,47.5525,0.04112
2025-08-29,C,600.0,32.25,44.695,46.5628,0.04112
2025-08-29,C,601.0,31.79,43.72,45.583,0.04112
2025-08-29,C,602.0,31.29,42.73,44.5914,0.04112
2025-08-29,C,603.0,30.86,41.755,43.6182,0.04112
2025-08-29,C,604.0,30.39,40.775,42.6348,0.04112
2025-08-29,C,605.0,29.91,39.795,41.6562,0.04112
2025-08-29,C,606.0,29.44,38.82,40.6796,0.04112
2025-08-29,C,607.0,28.99,37.845,39.7107,0.04112
2025-08-29,C,608.0,28.54,36.875,38.7399,0.04112
2025-08-29,C,609.0,28.09,35.905,37.7688,0.04112
2025-08-29,C,610.0,27.63,34.935,36.7958,0.04112
2025-08-29,C,611.0,27.2,33.975,35.829,0.04112
2025-08-29,C,612.0,26.73,33.005,34.8573,0.04112
2025-08-29,C,613.0,25.81,31.985,33.7593,0.04112
2025-08-29,C,614.0,24.2,31.01,32.4786,0.04112
2025-08-29,C,615.0,23.84,30.085,31.5295,0.04112
2025-08-29,C,616.0,23.47,29.14,30.5874,0.04112
2025-08-29,C,617.0,23.0,28.175,29.6195,0.04112
2025-08-29,C,618.0,23.49,27.245,28.9318,0.04112
2025-08-29,C,619.0,22.13,26.315,27.7023,0.04112
2025-08-29,C,620.0,21.6,25.595,26.7172,0.04112
2025-08-29,C,621.0,21.25,24.435,25.7933,0.04112
2025-08-29,C,622.0,20.72,23.51,24.8151,0.04112
2025-08-29,C,623.0,20.34,22.61,23.8894,0.04112
2025-08-29,C,624.0,20.69,21.715,23.2061,0.04112
2025-08-29,C,625.0,20.18,20.995,22.2481,0.04112
2025-08-29,C,626.0,19.07,19.915,21.0836,0.04112
2025-08-29,C,627.0,19.32,19.205,20.3923,0.04112
2025-08-29,C,628.0,18.32,18.135,19.2624,0.04112
2025-08-29,C,629.0,16.94,17.38,17.9994,0.04112
2025-08-29,C,630.0,16.6,16.505,17.112,0.04112
2025-08-29,C,631.0,16.3,15.655,16.2508,0.04112
2025-08-29,C,632.0,16.83,14.755,15.7232,0.04112
2025-08-29,C,633.0,15.72,13.985,14.5561,0.04112
2025-08-29,C,634.0,15.47,13.18,13.7358,0.04112
2025-08-29,C,635.0,15.18,12.38,12.926,0.04112
2025-08-29,C,636.0,15.76,11.645,12.4907,0.04112
2025-08-29,C,637.0,14.62,10.825,11.3359,0.04112
2025-08-29,C,638.0,14.35,10.07,10.5658,0.04112
2025-08-29,C,639.0,13.74,9.31,9.6612,0.04112
2025-08-29,C,640.0,13.79,8.62,9.0707,0.04112
2025-08-29,C,641.0,13.21,7.905,8.2167,0.04112
2025-08-29,C,642.0,13.07,7.27,7.5802,0.04112
2025-08-29,C,643.0,12.85,6.635,6.935,0.04112
2025-08-29,C,644.0,12.49,5.995,6.2475,0.04112
2025-08-29,C,645.0,12.39,5.445,5.7012,0.04112
2025-08-29,C,646.0,12.14,4.89,5.1172,0.04112
2025-08-29,C,647.0,11.91,4.365,4.5698,0.04112
2025-08-29,C,648.0,11.68,3.875,4.0496,0.04112
2025-08-29,C,649.0,11.51,3.43,3.5873,0.04112
2025-08-29,C,650.0,11.3,3.01,3.1432,0.04112
2025-08-29,C,651.0,11.18,2.635,2.7685,0.04112
2025-08-29,C,655.0,10.54,1.43,1.4893,0.04112
2025-08-29,C,660.0,10.07,0.59,0.6136,0.04112
2025-08-29,C,665.0,9.89,0.22,0.2297,0.04112
2025-08-29,C,670.0,9.96,0.085,0.0856,0.04112
2025-08-29,C,675.0,10.65,0.045,0.0465,0.04112
2025-08-29,C,680.0,11.33,0.025,0.0266,0.04112
2025-08-29,C,685.0,12.11,0.015,0.0173,0.04112
2025-08-29,C,690.0,13.28,0.015,0.0158,0.04112
2025-08-29,C,695.0,14.55,0.015,0.016,0.04112
2025-08-29,C,700.0,15.82,0.015,0.0164,0.04112
2025-08-29,C,705.0,16.02,0.01,0.0083,0.04112
2025-08-29,C,710.0,16.99,0.01,0.0075,0.04112
2025-08-29,C,715.0,17.97,0.01,0.0067,0.04112
2025-08-29,C,720.0,20.51,0.015,0.0156,0.04112
2025-08-29,C,725.0,20.31,0.01,0.0075,0.04112
2025-08-29,C,730.0,21.29,0.01,0.0071,0.04112
2025-08-29,P,315.0,103.13,0.01,314.7323,0.04112
2025-08-29,P,320.0,101.56,0.01,319.6988,0.04112
2025-08-29,P,325.0,98.44,0.01,324.6187,0.04112
2025-08-29,P,330.0,96.88,0.01,329.571,0.04112
2025-08-29,P,335.0,95.31,0.01,334.5172,0.04112
2025-08-29,P,340.0,93.75,0.01,339.4568,0.04112
2025-08-29,P,345.0,90.63,0.01,344.3123,0.04112
2025-08-29,P,350.0,89.06,0.01,349.2262,0.04112
2025-08-29,P,355.0,87.5,0.01,354.1293,0.04112
2025-08-29,P,360.0,84.38,0.03,358.8977,0.04112
2025-08-29,P,365.0,82.81,0.01,363.7597,0.04112
2025-08-29,P,370.0,85.94,0.01,369.0203,0.04112
2025-08-29,P,375.0,82.81,0.01,373.7597,0.04112
2025-08-29,P,380.0,81.25,0.01,378.6044,0.04112
2025-08-29,P,385.0,79.69,0.01,383.4297,0.04112
2025-08-29,P,390.0,79.69,0.015,388.4297,0.04112
2025-08-29,P,395.0,78.13,0.015,393.2331,0.04112
2025-08-29,P,400.0,76.56,0.015,398.0119,0.04112
2025-08-29,P,405.0,74.22,0.015,402.6272,0.04112
2025-08-29,P,410.0,72.66,0.015,407.3301,0.04112
2025-08-29,P,415.0,71.09,0.015,411.9959,0.04112
